"","Combo","Count"
"2838","a dislike",1
"2839","all i",1
"2840","almost all",1
"2841","and couldn",1
"2842","and drink",1
"2843","and fruit",1
"2844","at all",1
"2845","correct term",1
"2846","couldn drink",1
"2847","developed a",1
"2848","dislike for",1
"2849","disliking im",1
"2850","drink disliking",1
"2851","drink fizzy",1
"2852","entire first",1
"2853","first trimesterand",1
"2854","fizzy pop",1
"2855","food and",1
"2856","foods that",1
"2857","for almost",1
"2858","for the",1
"2859","fruit juice",1
"2860","have literally",1
"2861","i developed",1
"2862","i food",1
"2863","i may",1
"2864","i once",1
"2865","is for",1
"2866","juice for",1
"2867","liked and",1
"2868","literally lived",1
"2869","lived on",1
"2870","may have",1
"2871","not really",1
"2872","on pickled",1
"2873","once liked",1
"2874","onion space",1
"2875","pickled onion",1
"2876","pop at",1
"2877","possibly a",1
"2878","raiders and",1
"2879","really sure",1
"2880","space raiders",1
"2881","sure what",1
"2882","term is",1
"2883","the correct",1
"2884","the entire",1
"2885","the foods",1
"2886","the second",1
"2887","think i",1
"2888","this but",1
"2889","trimesterand possibly",1
"2890","what the",1
"2891","a cobb",1
"2892","a cold",1
"2893","a cookbook",1
"2894","a culinary",1
"2895","a geek",1
"2896","a huge",3
"2897","a super",1
"2898","a vintage",1
"2899","about on",1
"2900","actually saw",1
"2901","also brought",1
"2902","also hosts",1
"2903","always yammering",1
"2904","amazon today",1
"2905","and also",1
"2906","and cafe",1
"2907","and check",1
"2908","and get",1
"2909","and her",1
"2910","and just",1
"2911","and makes",1
"2912","and preorder",1
"2913","and watched",1
"2914","aquarium and",1
"2915","are a",1
"2916","at one",1
"2917","ate if",1
"2918","bakers on",1
"2919","baking company",1
"2920","baking on",1
"2921","banging on",1
"2922","barricelli through",1
"2923","barricelli who",1
"2924","big geek",1
"2925","blah salad",1
"2926","blow kisses",1
"2927","both her",1
"2928","brought home",1
"2929","bu lous",1
"2930","by john",1
"2931","cafe is",1
"2932","cafe that",1
"2933","check out",1
"2934","chocolate chunks",1
"2935","chocolate croissants",1
"2936","chunks perfectly",1
"2937","cobb salad",1
"2938","cold winter",1
"2939","coming out",1
"2940","company and",1
"2941","considered banging",1
"2942","cookbook in",1
"2943","cool and",1
"2944","copy on",1
"2945","counter in",1
"2946","croissant i",1
"2947","croissants with",1
"2948","culinary masterpiece",1
"2949","decided i",1
"2950","decided to",2
"2951","done that",1
"2952","dont give",1
"2953","down to",1
"2954","drive on",1
"2955","early march",1
"2956","eat my",1
"2957","elevated the",1
"2958","enjoyed every",1
"2959","enough recently",1
"2960","every single",1
"2961","everyday baking",1
"2962","fa bu",1
"2963","fabulous restaurant",1
"2964","for martha",1
"2965","front of",1
"2966","geek like",1
"2967","geek that",1
"2968","get my",1
"2969","give restaurant",1
"2970","glass instructing",1
"2971","glass to",1
"2972","glass window",1
"2973","gluttony mind",1
"2974","go down",1
"2975","good drive",1
"2976","good we",1
"2977","had done",1
"2978","had lunch",1
"2979","her so",1
"2980","hidden jewel",1
"2981","him but",1
"2982","home a",1
"2983","hosts everyday",1
"2984","huge glass",1
"2985","huge selection",1
"2986","huge thrill",1
"2987","i actually",1
"2988","i ate",1
"2989","i considered",1
"2990","i decided",3
"2991","i recently",1
"2992","i sat",1
"2993","i tried",1
"2994","i usually",1
"2995","in early",1
"2996","in front",1
"2997","instructing one",1
"2998","is coming",1
"2999","is fa",1
"3000","is located",1
"3001","it cool",1
"3002","jewel was",1
"3003","john barricelli",2
"3004","john is",1
"3005","just eat",1
"3006","kisses and",1
"3007","like me",1
"3008","located right",1
"3009","lous seriously",1
"3010","lunch and",1
"3011","lunch quietly",1
"3012","makes a",1
"3013","march you",1
"3014","martha and",1
"3015","martha stewart",1
"3016","martha this",1
"3017","masterpiece i",1
"3018","me and",1
"3019","me on",1
"3020","meal i",1
"3021","mind you",1
"3022","must must",1
"3023","must try",1
"3024","my lunch",1
"3025","my photo",1
"3026","name of",1
"3027","near the",1
"3028","norwalk and",1
"3029","norwalk aquarium",1
"3030","not gluttony",1
"3031","of pastries",1
"3032","of research",1
"3033","on about",1
"3034","on amazon",1
"3035","on how",1
"3036","on martha",1
"3037","on pbs",1
"3038","one i",1
"3039","one point",1
"3040","out chocolate",1
"3041","pastries and",1
"3042","pbs it",1
"3043","people roll",1
"3044","perfectly in",1
"3045","photo taken",1
"3046","place the",1
"3047","play it",1
"3048","point in",1
"3049","preorder your",1
"3050","quietly i",1
"3051","recently tried",1
"3052","recently with",1
"3053","recommendations so",1
"3054","research not",1
"3055","restaurant recommendations",1
"3056","restaurant that",1
"3057","right near",1
"3058","roll out",1
"3059","roller while",1
"3060","salad that",1
"3061","salad to",1
"3062","sat at",1
"3063","saw john",1
"3064","selection of",1
"3065","seriously that",1
"3066","single one",1
"3067","so i",1
"3068","so trust",1
"3069","sono baking",1
"3070","south norwalk",2
"3071","started by",1
"3072","stewart is",1
"3073","super fabulous",1
"3074","taken with",1
"3075","that elevated",1
"3076","that enough",1
"3077","that good",1
"3078","that martha",1
"3079","the bakers",1
"3080","the cafe",1
"3081","the chocolate",1
"3082","the counter",1
"3083","the croissant",1
"3084","the glass",2
"3085","the meal",1
"3086","the name",1
"3087","the sono",1
"3088","the usual",1
"3089","this tiny",1
"3090","thrill at",1
"3091","through the",1
"3092","tiny hidden",1
"3093","to blow",1
"3094","to place",1
"3095","to play",1
"3096","to south",1
"3097","today the",1
"3098","tried a",2
"3099","trust me",1
"3100","try i",1
"3101","usual blah",1
"3102","usually dont",1
"3103","vintage roller",1
"3104","was started",1
"3105","watched people",1
"3106","we had",1
"3107","who works",1
"3108","window and",1
"3109","winter day",1
"3110","with both",1
"3111","with him",1
"3112","works for",1
"3113","yammering on",1
"3114","you john",1
"3115","you must",1
"3116","your copy",1
"3117","sphere v",1
"3118","v i",1
"3119","a really",1
"3120","at longhorn",1
"3121","be watching",1
"3122","be with",1
"3123","cook a",1
"3124","dont know",1
"3125","eat at",1
"3126","ever got",1
"3127","got to",1
"3128","hear they",1
"3129","i dont",1
"3130","i hear",1
"3131","im sad",1
"3132","know if",1
"3133","know you",1
"3134","longhorn or",1
"3135","mean steak",1
"3136","not but",1
"3137","or not",1
"3138","really mean",1
"3139","sad you",1
"3140","they cook",1
"3141","to eat",1
"3142","us but",1
"3143","watching i",1
"3144","with us",1
"3145","you be",1
"3146","you ever",1
