"","Combo","Count"
"2495","that chandler is",1
"2496","the band goes",1
"2497","the band who",1
"2498","the benefit of",1
"2499","the earlier album",1
"2500","the lovin people",1
"2501","the naked fool",1
"2502","the presence of",1
"2503","the problem here",1
"2504","the spot of",1
"2505","the title cut",1
"2506","this one too",1
"2507","title cut warm",1
"2508","to a mothers",1
"2509","to be trying",1
"2510","to channel sammy",1
"2511","to fly has",1
"2512","to provide assistance",1
"2513","to say but",1
"2514","toes tapping sold",1
"2515","too such as",1
"2516","towards overearnestness the",1
"2517","trying to channel",1
"2518","unfortunate tendency towards",1
"2519","up on the",1
"2520","vibe and chandler",1
"2521","warm poppy number",1
"2522","well on it",1
"2523","where the band",1
"2524","which doesn have",1
"2525","which the presence",1
"2526","while chandler seems",1
"2527","who had gathered",1
"2528","who play both",1
"2529","will have a",2
"2530","without ever sounding",1
"2531","your eyes where",1
"2532","a kitten in",1
"2533","about as popular",1
"2534","already seen it",1
"2535","an opinion of",1
"2536","an unhealthy love",1
"2537","and enjoyed it",1
"2538","and not because",1
"2539","and unrealistic expectations",1
"2540","as i really",1
"2541","as popular as",1
"2542","as punching a",1
"2543","because i have",1
"2544","because it seems",1
"2545","book heroes and",1
"2546","but in the",1
"2547","comic book heroes",1
"2548","did like it",1
"2549","end the fears",1
"2550","enjoyed it even",1
"2551","even the wife",1
"2552","expectations no i",1
"2553","face but in",1
"2554","fears proved unfounded",1
"2555","going to like",1
"2556","had already seen",1
"2557","have an unhealthy",1
"2558","heroes and unrealistic",1
"2559","i have an",1
"2560","i know had",1
"2561","i of people",1
"2562","i really did",1
"2563","i want going",1
"2564","i was worried",2
"2565","in the end",1
"2566","in the face",2
"2567","in with an",1
"2568","it and enjoyed",1
"2569","it even the",1
"2570","it seems the",1
"2571","kitten in the",1
"2572","know had already",1
"2573","like this and",1
"2574","love of comic",1
"2575","no i was",1
"2576","not because i",1
"2577","of comic book",1
"2578","of people i",1
"2579","of pfftshite would",1
"2580","opinion of pfftshite",1
"2581","people i know",1
"2582","pfftshite would prove",1
"2583","popular as punching",1
"2584","prove about as",1
"2585","proved unfounded as",1
"2586","punching a kitten",1
"2587","really did like",1
"2588","seems the i",1
"2589","seen it and",1
"2590","the end the",1
"2591","the face but",1
"2592","the fears proved",1
"2593","the i of",1
"2594","the wife thus",1
"2595","this and not",1
"2596","thus wading in",1
"2597","to like this",1
"2598","unfounded as i",1
"2599","unhealthy love of",1
"2600","unrealistic expectations no",1
"2601","wading in with",1
"2602","want going to",1
"2603","was worried because",1
"2604","was worried i",1
"2605","wife thus wading",1
"2606","with an opinion",1
"2607","worried because it",1
"2608","worried i want",1
"2609","would prove about",1
"2610","a longterm impact",1
"2611","and guidelines will",1
"2612","area planning and",1
"2613","at investing in",1
"2614","authority ura area",1
"2615","commercial or industrial",1
"2616","guidelines will have",1
"2617","have a longterm",1
"2618","impact on your",1
"2619","in residential commercial",1
"2620","industrial property the",1
"2621","investing in residential",1
"2622","longterm impact on",1
"2623","looking at investing",1
"2624","on your property",1
"2625","or industrial property",1
"2626","planning and guidelines",1
"2627","property the urban",1
"2628","redevelopment authority ura",1
"2629","residential commercial or",1
"2630","the urban redevelopment",1
"2631","ura area planning",1
"2632","urban redevelopment authority",1
"2633","whether your looking",1
"2634","your looking at",1
"2635","your property values",1
"2636","anything in its",1
"2637","as it bobbed",1
"2638","began my frantic",1
"2639","bobbed off of",1
"2640","corridor pulling my",1
"2641","down the corridor",1
"2642","frantic sprint down",1
"2643","in its path",1
"2644","it bobbed off",1
"2645","my frantic sprint",1
"2646","my reluctant suitcase",1
"2647","of anything in",1
"2648","off of anything",1
"2649","pulling my reluctant",1
"2650","reluctant suitcase as",1
"2651","sprint down the",1
"2652","suitcase as it",1
"2653","the corridor pulling",1
"2654","thus began my",1
"2655","actress emma stone",1
"2656","alive list include",1
"2657","and singer beyonce",1
"2658","artist esperanza spalding",1
"2659","benefits star mila",1
"2660","emma stone and",1
"2661","esperanza spalding friends",1
"2662","friends with benefits",1
"2663","help actress emma",1
"2664","huntingtonwhiteley jazz artist",1
"2665","i sexiest women",1
"2666","include modelturnedactress rosie",1
"2667","jazz artist esperanza",1
"2668","kunis the help",1
"2669","list include modelturnedactress",1
"2670","magazines i sexiest",1
"2671","making the magazines",1
"2672","mila kunis the",1
"2673","modelturnedactress rosie huntingtonwhiteley",1
"2674","other stars making",1
"2675","rosie huntingtonwhiteley jazz",1
"2676","sexiest women alive",1
"2677","spalding friends with",1
"2678","star mila kunis",1
"2679","stars making the",1
"2680","stone and singer",1
"2681","the help actress",1
"2682","the magazines i",1
"2683","with benefits star",1
"2684","women alive list",1
"2685","a beer and",1
"2686","a cluster of",1
"2687","a neglected rubbish",1
"2688","a rusting capsized",1
"2689","a steep hill",1
"2690","across at the",1
"2691","ah parga how",1
"2692","along a neglected",1
"2693","alongside a rusting",1
"2694","an ancient turkish",1
"2695","ancient turkish fort",1
"2696","and a cluster",1
"2697","and experiment with",1
"2698","and restaurants the",1
"2699","and the trudge",1
"2700","anyway we concluded",1
"2701","at night seeing",1
"2702","at the mainland",1
"2703","bays separated by",1
"2704","beer and experiment",1
"2705","boat for fear",1
"2706","but hey pull",1
"2707","but some other",1
"2708","buy some provisions",1
"2709","by an ancient",1
"2710","capsized ferry i",1
"2711","cluster of souvenir",1
"2712","community we got",1
"2713","concluded it was",1
"2714","cooking in the",1
"2715","crack open a",1
"2716","detour two resort",1
"2717","distance how many",1
"2718","experiment with cooking",1
"2719","far distance how",1
"2720","fear we were",1
"2721","ferry i and",1
"2722","for fear we",1
"2723","fort on a",1
"2724","gangplank crack open",1
"2725","got it wrong",1
"2726","have we sat",1
"2727","have we wondered",1
"2728","hey pull up",1
"2729","hill and a",1
"2730","i and the",1
"2731","i we moored",1
"2732","in paxos looking",1
"2733","in the far",1
"2734","in the galley",1
"2735","it like over",1
"2736","it was not",1
"2737","it wrong parga",1
"2738","itinerary anyway we",1
"2739","just what was",1
"2740","know unfortunately the",1
"2741","leave the boat",1
"2742","lights in the",1
"2743","lights was not",1
"2744","like over there",1
"2745","little community we",1
"2746","looking across at",1
"2747","mainland at night",1
"2748","marina was unwelcoming",1
"2749","moored alongside a",1
"2750","neglected rubbish strewn",1
"2751","night seeing twinkling",1
"2752","not leave the",1
"2753","not parga but",1
"2754","not worth the",1
"2755","now we know",1
"2756","of souvenir shops",1
"2757","on a steep",1
"2758","on the itinerary",1
"2759","open a beer",1
"2760","other little community",1
"2761","over there well",1
"2762","parga but some",1
"2763","parga how many",1
"2764","parga was on",1
"2765","paxos looking across",1
"2766","place with the",1
"2767","provisions took us",1
"2768","pull up the",1
"2769","resort bays separated",1
"2770","restaurants the marina",1
"2771","robbed but hey",1
"2772","rubbish strewn track",1
"2773","rusting capsized ferry",1
"2774","sat in paxos",1
"2775","seeing twinkling lights",1
"2776","separated by an",1
"2777","shops tavernas and",1
"2778","some other little",1
"2779","some provisions took",1
"2780","souvenir shops tavernas",1
"2781","steep hill and",1
"2782","strewn track thomas",1
"2783","tavernas and restaurants",1
"2784","the boat for",1
"2785","the detour two",1
"2786","the far distance",1
"2787","the gangplank crack",1
"2788","the itinerary anyway",1
"2789","the mainland at",1
"2790","the marina was",1
"2791","the place with",1
"2792","the trudge to",1
"2793","the twinkling lights",1
"2794","there well now",1
"2795","thomas would not",1
"2796","times have we",2
"2797","to buy some",1
"2798","took us along",1
"2799","track thomas would",1
"2800","trudge to buy",1
"2801","turkish fort on",1
"2802","twinkling lights in",1
"2803","twinkling lights was",1
"2804","two resort bays",1
"2805","unfortunately the place",1
"2806","unwelcoming i we",1
"2807","up the gangplank",1
"2808","us along a",1
"2809","was it like",1
"2810","was not parga",1
"2811","was not worth",1
"2812","was unwelcoming i",1
"2813","we concluded it",1
"2814","we got it",1
"2815","we know unfortunately",1
"2816","we moored alongside",1
"2817","we sat in",1
"2818","we were robbed",1
"2819","we wondered just",1
"2820","well now we",1
"2821","were robbed but",1
"2822","what was it",1
"2823","with cooking in",1
"2824","with the twinkling",1
"2825","wondered just what",1
"2826","worth the detour",1
"2827","would not leave",1
"2828","wrong parga was",1
"2829","m blakeman ingle",1
"2830","a half to",1
"2831","a somewhat decent",1
"2832","about an hour",1
"2833","about our lives",1
"2834","after i shower",1
"2835","after studio class",1
"2836","an hour and",1
"2837","and a half",1
"2838","and i were",1
"2839","and stuff like",1
"2840","and what was",1
"2841","andrew and i",1
"2842","at a somewhat",1
"2843","awake now but",1
"2844","be getting to",1
"2845","bed at a",1
"2846","bed shortly right",1
"2847","but dont worrying",1
"2848","but it made",1
"2849","class tonight andrew",1
"2850","decent time we",1
"2851","despite going to",1
"2852","dont worrying be",1
"2853","each other for",1
"2854","ended up talking",1
"2855","explains why im",1
"2856","for about an",1
"2857","for today which",1
"2858","getting to bed",1
"2859","going on and",1
"2860","going to bed",1
"2861","half to two",1
"2862","hour and a",1
"2863","hours just about",1
"2864","i napped after",1
"2865","i were up",1
"2866","im still awake",1
"2867","it made me",1
"2868","it was a",1
"2869","just about our",1
"2870","last night despite",1
"2871","late last night",1
"2872","like that it",1
"2873","lives and what",1
"2874","made me tired",1
"2875","me tired for",1
"2876","napped after studio",1
"2877","nice talk but",1
"2878","night despite going",1
"2879","now but dont",1
"2880","on and stuff",1
"2881","other for about",1
"2882","our lives and",1
"2883","really late last",1
"2884","right after i",1
"2885","shortly right after",1
"2886","somewhat decent time",1
"2887","still awake now",1
"2888","studio class tonight",1
"2889","stuff like that",1
"2890","talk but it",1
"2891","talking to each",1
"2892","that it was",1
"2893","time we ended",1
"2894","tired for today",1
"2895","to bed at",1
"2896","to bed shortly",1
"2897","to each other",1
"2898","to two hours",1
"2899","today which explains",1
"2900","tonight andrew and",1
"2901","two hours just",1
"2902","up really late",1
"2903","up talking to",1
"2904","very nice talk",1
"2905","was a very",1
"2906","was going on",1
"2907","we ended up",1
"2908","were up really",1
"2909","what was going",1
"2910","which explains why",1
"2911","why im still",1
"2912","worrying be getting",1
"2913","about the changes",1
"2914","changes going on",1
"2915","development of custom",1
"2916","education specifically in",1
"2917","going on in",1
"2918","in education specifically",1
"2919","in the development",1
"2920","of custom textbooks",1
"2921","on in education",1
"2922","outsell spoke to",1
"2923","specifically in the",1
"2924","spoke to us",1
"2925","the changes going",1
"2926","the development of",1
"2927","to us about",1
"2928","us about the",1
"2929","actually this april",1
"2930","and there were",1
"2931","and was in",1
"2932","april i i",1
"2933","based on preliminary",1
"2934","error the final",1
"2935","final tally shows",1
"2936","headline was based",1
"2937","i headline was",1
"2938","i i headline",1
"2939","i lives were",1
"2940","in error the",1
"2941","in the sinking",1
"2942","lives were lost",1
"2943","lost in the",1
"2944","news and was",1
"2945","of the titanic",1
"2946","on preliminary news",1
"2947","only i survivors",1
"2948","preliminary news and",1
"2949","shows that i",1
"2950","sinking of the",1
"2951","tally shows that",1
"2952","that i lives",1
"2953","the final tally",1
"2954","the sinking of",1
"2955","the titanic and",1
"2956","there were only",1
"2957","this april i",1
"2958","titanic and there",1
"2959","was based on",1
"2960","was in error",1
"2961","were lost in",1
"2962","were only i",1
"2963","autumn rains in",1
"2964","rains in righteousness",1
"2965","the autumn rains",1
"2966","all the evidence",1
"2967","am now so",1
"2968","among smokers for",1
"2969","and had i",1
"2970","and socialised among",1
"2971","anywhere near as",1
"2972","around you so",1
"2973","as i am",1
"2974","as ill as",1
"2975","ban i wouldn",1
"2976","be anywhere near",1
"2977","but to everyone",1
"2978","but you get",1
"2979","consequences and had",1
"2980","decision in the",1
"2981","everyone around you",1
"2982","evidence that its",1
"2983","face of all",1
"2984","for i you",1
"2985","for most of",1
"2986","get to live",1
"2987","had i not",1
"2988","harmful to you",1
"2989","have little sympathy",1
"2990","i am now",1
"2991","i have little",1
"2992","i not lived",1
"2993","i wouldn be",1
"2994","i you made",1
"2995","ill as i",1
"2996","im sorry but",1
"2997","in very short",1
"2998","is in very",1
"2999","its not just",1
"3000","just seriously harmful",1
"3001","life until the",1
"3002","little sympathy for",1
"3003","live with the",1
"3004","lived worked and",1
"3005","made that decision",1
"3006","most of my",1
"3007","my life until",1
"3008","near as ill",1
"3009","not just seriously",1
"3010","not lived worked",1
"3011","now so sympathy",1
"3012","of my life",1
"3013","seriously harmful to",1
"3014","smokers for most",1
"3015","smokers i have",1
"3016","so im sorry",1
"3017","so sympathy is",1
"3018","socialised among smokers",1
"3019","sorry but you",1
"3020","sympathy for i",1
"3021","sympathy is in",1
"3022","that decision in",1
"3023","that its not",1
"3024","the ban i",1
"3025","the consequences and",1
"3026","the evidence that",1
"3027","the face of",1
"3028","to everyone around",1
"3029","to live with",1
"3030","to you but",1
"3031","until the ban",1
"3032","very short supply",1
"3033","with the consequences",1
"3034","worked and socialised",1
"3035","wouldn be anywhere",1
"3036","you but to",1
"3037","you get to",1
"3038","you made that",1
"3039","you so im",1
"3040","and give up",1
"3041","give up pajahmas",1
"3042","ill wear pajamas",1
"3043","pajamas and give",1
"3044","wear pajamas and",1
"3045","a big grin",1
"3046","and find that",1
"3047","another soft drink",1
"3048","at night can",1
"3049","banished me to",1
"3050","bed i get",1
"3051","big grin on",1
"3052","can read this",1
"3053","chair in the",1
"3054","chuckling out loud",1
"3055","drink and find",1
"3056","easy chair in",1
"3057","enough that the",1
"3058","found myself chuckling",1
"3059","get another soft",1
"3060","get up to",1
"3061","grin on my",1
"3062","had a big",1
"3063","i found myself",1
"3064","i get up",1
"3065","i had a",1
"3066","in bed i",1
"3067","in the living",1
"3068","living room at",1
"3069","loud enough that",1
"3070","me to the",1
"3071","myself chuckling out",1
"3072","night can read",1
"3073","on my face",1
"3074","one in bed",1
"3075","out loud enough",1
"3076","read this one",1
"3077","room at night",1
"3078","soft drink and",1
"3079","that i had",1
"3080","that the wife",1
"3081","the easy chair",1
"3082","the living room",1
"3083","the wife banished",1
"3084","this one in",1
"3085","to get another",1
"3086","to the easy",1
"3087","up to get",1
"3088","wife banished me",1
"3089","a dislike for",1
"3090","all i think",1
"3091","all of the",1
"3092","almost all of",1
"3093","and couldn drink",1
"3094","and drink disliking",1
"3095","and fruit juice",1
"3096","at all i",1
"3097","but i developed",1
"3098","correct term is",1
"3099","couldn drink fizzy",1
"3100","developed a dislike",1
"3101","dislike for almost",1
"3102","disliking im not",1
"3103","drink disliking im",1
"3104","drink fizzy pop",1
"3105","entire first trimesterand",1
"3106","first trimesterand possibly",1
"3107","fizzy pop at",1
"3108","food and drink",1
"3109","foods that i",1
"3110","for almost all",1
"3111","for the entire",1
"3112","for this but",1
"3113","fruit juice for",1
"3114","have literally lived",1
"3115","i developed a",1
"3116","i food and",1
"3117","i may have",1
"3118","i once liked",1
"3119","i think i",1
"3120","im not really",1
"3121","is for this",1
"3122","juice for the",1
"3123","liked and couldn",1
"3124","literally lived on",1
"3125","lived on pickled",1
"3126","lot of the",1
"3127","may have literally",1
"3128","not really sure",1
"3129","of the foods",1
"3130","of the second",1
"3131","on pickled onion",1
"3132","once liked and",1
"3133","onion space raiders",1
"3134","pickled onion space",1
"3135","pop at all",1
"3136","possibly a lot",1
"3137","raiders and fruit",1
"3138","really sure what",1
"3139","space raiders and",1
"3140","sure what the",1
"3141","term is for",1
"3142","that i once",1
"3143","the correct term",1
"3144","the entire first",1
"3145","the foods that",1
"3146","think i may",1
"3147","this but i",1
"3148","trimesterand possibly a",1
"3149","what the correct",1
"3150","a big geek",1
"3151","a cobb salad",1
"3152","a cold winter",1
"3153","a cookbook in",1
"3154","a culinary masterpiece",1
"3155","a geek like",1
"3156","a good drive",1
"3157","a huge glass",1
"3158","a huge selection",1
"3159","a huge thrill",1
"3160","a super fabulous",1
"3161","a vintage roller",1
"3162","about on martha",1
"3163","actually saw john",1
"3164","also brought home",1
"3165","also hosts everyday",1
"3166","always yammering on",1
"3167","amazon today the",1
"3168","and also hosts",1
"3169","and cafe that",1
"3170","and check out",1
"3171","and enjoyed every",1
"3172","and get my",1
"3173","and her so",1
"3174","and i tried",1
"3175","and just eat",1
"3176","and makes a",1
"3177","and preorder your",1
"3178","and watched people",1
"3179","aquarium and makes",1
"3180","are a big",1
"3181","at one point",1
"3182","at the counter",1
"3183","ate if you",1
"3184","bakers on how",1
"3185","baking company and",1
"3186","baking on pbs",1
"3187","banging on the",1
"3188","barricelli through the",1
"3189","barricelli who works",1
"3190","be a geek",1
"3191","big geek that",1
"3192","blah salad to",1
"3193","blow kisses and",1
"3194","both her and",1
"3195","brought home a",1
"3196","bu lous seriously",1
"3197","but i decided",1
"3198","by john barricelli",1
"3199","cafe is located",1
"3200","cafe that martha",1
"3201","can be a",1
"3202","check out the",1
"3203","chocolate chunks perfectly",1
"3204","chocolate croissants with",1
"3205","chunks perfectly in",1
"3206","cobb salad that",1
"3207","cold winter day",1
"3208","coming out with",1
"3209","company and cafe",1
"3210","considered banging on",1
"3211","cookbook in early",1
"3212","cool and just",1
"3213","copy on amazon",1
"3214","counter in front",1
"3215","croissant i considered",1
"3216","croissants with a",1
"3217","culinary masterpiece i",1
"3218","decided i had",1
"3219","decided to go",1
"3220","decided to play",1
"3221","done that enough",1
"3222","dont give restaurant",1
"3223","down to south",1
"3224","drive on a",1
"3225","early march you",1
"3226","eat my lunch",1
"3227","elevated the usual",1
"3228","enjoyed every single",1
"3229","enough recently with",1
"3230","every single one",1
"3231","everyday baking on",1
"3232","fa bu lous",1
"3233","fabulous restaurant that",1
"3234","for martha and",1
"3235","front of a",1
"3236","geek like me",1
"3237","geek that is",1
"3238","get my photo",1
"3239","give restaurant recommendations",1
"3240","glass instructing one",1
"3241","glass to blow",1
"3242","glass window and",1
"3243","gluttony mind you",1
"3244","go down to",1
"3245","good drive on",1
"3246","good we had",1
"3247","had done that",1
"3248","had lunch and",1
"3249","her and her",1
"3250","her so i",1
"3251","hidden jewel was",1
"3252","him but i",1
"3253","home a huge",1
"3254","hosts everyday baking",1
"3255","how to place",1
"3256","huge glass window",1
"3257","huge selection of",1
"3258","huge thrill at",1
"3259","i actually saw",1
"3260","i also brought",1
"3261","i ate if",1
"3262","i considered banging",1
"3263","i decided i",1
"3264","i decided to",2
"3265","i had done",1
"3266","i recently tried",1
"3267","i sat at",1
"3268","i tried a",1
"3269","i usually dont",1
"3270","if you are",1
"3271","in early march",1
"3272","in front of",1
"3273","in the croissant",1
"3274","in the meal",1
"3275","in the name",1
"3276","instructing one of",1
"3277","is a huge",1
"3278","is always yammering",1
"3279","is coming out",1
"3280","is fa bu",1
"3281","is located right",1
"3282","it cool and",1
"3283","it is fa",1
"3284","jewel was started",1
"3285","john barricelli through",1
"3286","john barricelli who",1
"3287","john is coming",1
"3288","just eat my",1
"3289","kisses and get",1
"3290","like me and",1
"3291","located right near",1
"3292","lous seriously that",1
"3293","lunch and i",1
"3294","lunch quietly i",1
"3295","makes a good",1
"3296","march you can",1
"3297","martha and also",1
"3298","martha stewart is",1
"3299","martha this tiny",1
"3300","masterpiece i sat",1
"3301","me and preorder",1
"3302","me on this",1
"3303","meal i actually",1
"3304","mind you john",1
"3305","must must try",1
"3306","must try i",1
"3307","my lunch quietly",1
"3308","my photo taken",1
"3309","name of research",1
"3310","near the south",1
"3311","norwalk and check",1
"3312","norwalk aquarium and",1
"3313","not gluttony mind",1
"3314","of a huge",1
"3315","of pastries and",1
"3316","of research not",1
"3317","of the bakers",1
"3318","on a cold",1
"3319","on about on",1
"3320","on amazon today",1
"3321","on how to",1
"3322","on martha this",1
"3323","on pbs it",1
"3324","on the glass",1
"3325","one i decided",1
"3326","one in the",1
"3327","one of the",1
"3328","one point in",1
"3329","out chocolate croissants",1
"3330","out the sono",1
"3331","out with a",1
"3332","pastries and enjoyed",1
"3333","pbs it is",1
"3334","people roll out",1
"3335","perfectly in the",1
"3336","photo taken with",1
"3337","place the chocolate",1
"3338","play it cool",1
"3339","point in the",1
"3340","preorder your copy",1
"3341","quietly i also",1
"3342","recently tried a",1
"3343","recently with both",1
"3344","recommendations so trust",1
"3345","research not gluttony",1
"3346","restaurant recommendations so",1
"3347","restaurant that you",1
"3348","right near the",1
"3349","roll out chocolate",1
"3350","roller while i",1
"3351","salad that elevated",1
"3352","salad to a",1
"3353","sat at the",1
"3354","saw john barricelli",1
"3355","selection of pastries",1
"3356","seriously that good",1
"3357","single one in",1
"3358","so i decided",1
"3359","so trust me",1
"3360","sono baking company",1
"3361","south norwalk and",1
"3362","south norwalk aquarium",1
"3363","started by john",1
"3364","stewart is always",1
"3365","super fabulous restaurant",1
"3366","taken with him",1
"3367","that elevated the",1
"3368","that enough recently",1
"3369","that good we",1
"3370","that is a",1
"3371","that martha stewart",1
"3372","that you must",1
"3373","the bakers on",1
"3374","the cafe is",1
"3375","the chocolate chunks",1
"3376","the counter in",1
"3377","the croissant i",1
"3378","the glass instructing",1
"3379","the glass to",1
"3380","the meal i",1
"3381","the name of",1
"3382","the sono baking",1
"3383","the south norwalk",1
"3384","the usual blah",1
"3385","this one i",1
"3386","this tiny hidden",1
"3387","thrill at one",1
"3388","through the glass",1
"3389","tiny hidden jewel",1
"3390","to a culinary",1
"3391","to blow kisses",1
"3392","to go down",1
"3393","to place the",1
"3394","to play it",1
"3395","to south norwalk",1
"3396","today the cafe",1
"3397","tried a cobb",1
"3398","tried a super",1
"3399","trust me on",1
"3400","try i usually",1
"3401","usual blah salad",1
"3402","usually dont give",1
"3403","vintage roller while",1
"3404","was started by",1
"3405","watched people roll",1
"3406","we had lunch",1
"3407","while i ate",1
"3408","who works for",1
"3409","window and watched",1
"3410","with a cookbook",1
"3411","with a vintage",1
"3412","with both her",1
"3413","with him but",1
"3414","works for martha",1
"3415","yammering on about",1
"3416","you are a",1
"3417","you john is",1
"3418","you must must",1
"3419","your copy on",1
"3420","sphere v i",1
"3421","a really mean",1
"3422","at longhorn or",1
"3423","be watching i",1
"3424","be with us",1
"3425","but i hear",1
"3426","but we know",1
"3427","can be with",1
"3428","cook a really",1
"3429","dont know if",1
"3430","eat at longhorn",1
"3431","ever got to",1
"3432","got to eat",1
"3433","hear they cook",1
"3434","i dont know",1
"3435","i hear they",1
"3436","if you ever",1
"3437","im sad you",1
"3438","know if you",1
"3439","know you be",1
"3440","longhorn or not",1
"3441","not but i",1
"3442","or not but",1
"3443","really mean steak",1
"3444","sad you can",1
"3445","they cook a",1
"3446","to eat at",1
"3447","us but we",1
"3448","watching i dont",1
"3449","we know you",1
"3450","with us but",1
"3451","you be watching",1
"3452","you ever got",1
